county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,federal
Sussex,"Montague Twp, District 2",U.S. Senate,,DEM,Andy Kim,126,,,,,
Sussex,"Montague Twp, District 2",U.S. Senate,,REP,Curtis Bashaw,384,,,,,
Sussex,"Montague Twp, District 2",U.S. Senate,,SWP,Joanne Kuniansky,3,,,,,
Sussex,"Montague Twp, District 2",U.S. Senate,,GRN,Christina Khalil,6,,,,,
Sussex,"Montague Twp, District 2",U.S. Senate,,,Patricia G. Mooneyham,2,,,,,
Sussex,"Montague Twp, District 2",U.S. Senate,,LIB,Kenneth R. Kaplan,3,,,,,
Sussex,"Montague Twp, District 2",U.S. Senate,,,Write-In Totals,2,,,,,
Sussex,"Montague Twp, District 2",U.S.House,5,DEM,Josh Gottheimer,142,,,,,
Sussex,"Montague Twp, District 2",U.S.House,5,REP,Mary Jo Guinchard,361,,,,,
Sussex,"Montague Twp, District 2",U.S.House,5,GRN,Beau Forte,10,,,,,
Sussex,"Montague Twp, District 2",U.S.House,5,LIB,James Tosone,6,,,,,
Sussex,"Montague Twp, District 2",U.S.House,5,,Aamir Arif,0,,,,,
Sussex,"Montague Twp, District 2",U.S.House,5,,Write-In Totals,1,,,,,
Sussex,"Montague Twp, District 2",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,122,,,,,
Sussex,"Montague Twp, District 2",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Montague Twp, District 2",COUNTY COMMISSIONER,,REP,Christopher Carney,353,,,,,
Sussex,"Montague Twp, District 2",COUNTY COMMISSIONER,,REP,Alan Henderson,287,,,,,
Sussex,"Montague Twp, District 2",COUNTY COMMISSIONER,,,Write-In Totals,9,,,,,
Sussex,"Montague Twp, District 2",TOWNSHIP COMMITTEE Montague Township,,,No Nomination Made,0,,,,,
Sussex,"Montague Twp, District 2",TOWNSHIP COMMITTEE Montague Township,,,No Nomination Made,0,,,,,
Sussex,"Montague Twp, District 2",TOWNSHIP COMMITTEE Montague Township,,REP,James LeDonne,368,,,,,
Sussex,"Montague Twp, District 2",TOWNSHIP COMMITTEE Montague Township,,REP,Barbara Holstein,317,,,,,
Sussex,"Montague Twp, District 2",TOWNSHIP COMMITTEE Montague Township,,,Write-In Totals,74,,,,,
Sussex,"Montague Twp, District 2",MEMBERSHIP TO BOE - Montague Twp,,,Christopher Bell,315,,,,,
Sussex,"Montague Twp, District 2",MEMBERSHIP TO BOE - Montague Twp,,,Caitlin Statkus,224,,,,,
Sussex,"Montague Twp, District 2",MEMBERSHIP TO BOE - Montague Twp,,,Lisa D'Amore,209,,,,,
Sussex,"Montague Twp, District 2",MEMBERSHIP TO BOE - Montague Twp,,,Write-In Totals,8,,,,,
Sussex,"Montague Twp, District 3",Registered Voters,,,,1341,,,,,
Sussex,"Montague Twp, District 3",Ballots Cast,,,,814,151,595,63,4,1
Sussex,"Montague Twp, District 3",President,,DEM,Kamala D. Harris,276,,,,,
Sussex,"Montague Twp, District 3",President,,REP,Donald J. Trump,519,,,,,
Sussex,"Montague Twp, District 3",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Montague Twp, District 3",President,,IND,Robert F. Kennedy Jr.,3,,,,,
Sussex,"Montague Twp, District 3",President,,LIB,Chase Oliver,3,,,,,
Sussex,"Montague Twp, District 3",President,,GRN,Jill Stein,7,,,,,
Sussex,"Montague Twp, District 3",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Montague Twp, District 3",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Montague Twp, District 3",President,,,Joseph Kishore,0,,,,,
Sussex,"Montague Twp, District 3",President,,,Write-In Totals,3,,,,,
Sussex,"Montague Twp, District 3",U.S. Senate,,DEM,Andy Kim,256,,,,,
Sussex,"Montague Twp, District 3",U.S. Senate,,REP,Curtis Bashaw,499,,,,,
Sussex,"Montague Twp, District 3",U.S. Senate,,SWP,Joanne Kuniansky,7,,,,,
Sussex,"Montague Twp, District 3",U.S. Senate,,GRN,Christina Khalil,9,,,,,
Sussex,"Montague Twp, District 3",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Montague Twp, District 3",U.S. Senate,,LIB,Kenneth R. Kaplan,14,,,,,
Sussex,"Montague Twp, District 3",U.S. Senate,,,Write-In Totals,2,,,,,
Sussex,"Montague Twp, District 3",U.S.House,5,DEM,Josh Gottheimer,291,,,,,
Sussex,"Montague Twp, District 3",U.S.House,5,REP,Mary Jo Guinchard,461,,,,,
Sussex,"Montague Twp, District 3",U.S.House,5,GRN,Beau Forte,10,,,,,
Sussex,"Montague Twp, District 3",U.S.House,5,LIB,James Tosone,10,,,,,
Sussex,"Montague Twp, District 3",U.S.House,5,,Aamir Arif,11,,,,,
Sussex,"Montague Twp, District 3",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Montague Twp, District 3",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,263,,,,,
Sussex,"Montague Twp, District 3",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Montague Twp, District 3",COUNTY COMMISSIONER,,REP,Christopher Carney,495,,,,,
Sussex,"Montague Twp, District 3",COUNTY COMMISSIONER,,REP,Alan Henderson,358,,,,,
Sussex,"Montague Twp, District 3",COUNTY COMMISSIONER,,,Write-In Totals,19,,,,,
Sussex,"Montague Twp, District 3",TOWNSHIP COMMITTEE Montague Township,,,No Nomination Made,0,,,,,
Sussex,"Montague Twp, District 3",TOWNSHIP COMMITTEE Montague Township,,,No Nomination Made,0,,,,,
Sussex,"Montague Twp, District 3",TOWNSHIP COMMITTEE Montague Township,,REP,James LeDonne,516,,,,,
Sussex,"Montague Twp, District 3",TOWNSHIP COMMITTEE Montague Township,,REP,Barbara Holstein,435,,,,,
Sussex,"Montague Twp, District 3",TOWNSHIP COMMITTEE Montague Township,,,Write-In Totals,145,,,,,
Sussex,"Montague Twp, District 3",MEMBERSHIP TO BOE - Montague Twp,,,Christopher Bell,399,,,,,
Sussex,"Montague Twp, District 3",MEMBERSHIP TO BOE - Montague Twp,,,Caitlin Statkus,351,,,,,
Sussex,"Montague Twp, District 3",MEMBERSHIP TO BOE - Montague Twp,,,Lisa D'Amore,296,,,,,
Sussex,"Montague Twp, District 3",MEMBERSHIP TO BOE - Montague Twp,,,Write-In Totals,20,,,,,
Sussex,"Newton, District 1",Registered Voters,,,,905,,,,,
Sussex,"Newton, District 1",Ballots Cast,,,,535,151,288,89,7,0
Sussex,"Newton, District 1",President,,DEM,Kamala D. Harris,243,,,,,
Sussex,"Newton, District 1",President,,REP,Donald J. Trump,271,,,,,
Sussex,"Newton, District 1",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Newton, District 1",President,,IND,Robert F. Kennedy Jr.,6,,,,,
Sussex,"Newton, District 1",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Newton, District 1",President,,GRN,Jill Stein,1,,,,,
Sussex,"Newton, District 1",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Newton, District 1",President,,SWP,Rachele Fruit,1,,,,,
Sussex,"Newton, District 1",President,,,Joseph Kishore,0,,,,,
Sussex,"Newton, District 1",President,,,Write-In Totals,5,,,,,
Sussex,"Newton, District 1",U.S. Senate,,DEM,Andy Kim,226,,,,,
Sussex,"Newton, District 1",U.S. Senate,,REP,Curtis Bashaw,255,,,,,
Sussex,"Newton, District 1",U.S. Senate,,SWP,Joanne Kuniansky,8,,,,,
Sussex,"Newton, District 1",U.S. Senate,,GRN,Christina Khalil,6,,,,,
Sussex,"Newton, District 1",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Newton, District 1",U.S. Senate,,LIB,Kenneth R. Kaplan,13,,,,,
Sussex,"Newton, District 1",U.S. Senate,,,Write-In Totals,0,,,,,
Sussex,"Newton, District 1",U.S.House,5,DEM,Josh Gottheimer,256,,,,,
Sussex,"Newton, District 1",U.S.House,5,REP,Mary Jo Guinchard,235,,,,,
Sussex,"Newton, District 1",U.S.House,5,GRN,Beau Forte,7,,,,,
Sussex,"Newton, District 1",U.S.House,5,LIB,James Tosone,9,,,,,
Sussex,"Newton, District 1",U.S.House,5,,Aamir Arif,2,,,,,
Sussex,"Newton, District 1",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Newton, District 1",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,233,,,,,
Sussex,"Newton, District 1",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Newton, District 1",COUNTY COMMISSIONER,,REP,Christopher Carney,266,,,,,
Sussex,"Newton, District 1",COUNTY COMMISSIONER,,REP,Alan Henderson,189,,,,,
Sussex,"Newton, District 1",COUNTY COMMISSIONER,,,Write-In Totals,18,,,,,
Sussex,"Newton, District 1",TOWN COUNCIL Town of Newton,,,Ludmilla Mecaj,189,,,,,
Sussex,"Newton, District 1",TOWN COUNCIL Town of Newton,,,John-Paul Couce,300,,,,,
Sussex,"Newton, District 1",TOWN COUNCIL Town of Newton,,,Michelle Teets,302,,,,,
Sussex,"Newton, District 1",TOWN COUNCIL Town of Newton,,,Write-In Totals,6,,,,,
Sussex,"Newton, District 1",MEMBERSHIP TO BOE - Newton,,,Joan Faye,318,,,,,
Sussex,"Newton, District 1",MEMBERSHIP TO BOE - Newton,,,Danielle M. Gyles-Zito,336,,,,,
Sussex,"Newton, District 1",MEMBERSHIP TO BOE - Newton,,,Meghan Gill,344,,,,,
Sussex,"Newton, District 1",MEMBERSHIP TO BOE - Newton,,,Write-In Totals,17,,,,,
Sussex,"Newton, District 2",Registered Voters,,,,1138,,,,,
Sussex,"Newton, District 2",Ballots Cast,,,,653,225,331,88,9,0
Sussex,"Newton, District 2",President,,DEM,Kamala D. Harris,290,,,,,
Sussex,"Newton, District 2",President,,REP,Donald J. Trump,354,,,,,
Sussex,"Newton, District 2",President,,CST,Randall A. Terry,1,,,,,
Sussex,"Newton, District 2",President,,IND,Robert F. Kennedy Jr.,0,,,,,
Sussex,"Newton, District 2",President,,LIB,Chase Oliver,0,,,,,
Sussex,"Newton, District 2",President,,GRN,Jill Stein,5,,,,,
Sussex,"Newton, District 2",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Newton, District 2",President,,SWP,Rachele Fruit,1,,,,,
Sussex,"Newton, District 2",President,,,Joseph Kishore,0,,,,,
Sussex,"Newton, District 2",President,,,Write-In Totals,2,,,,,
Sussex,"Newton, District 2",U.S. Senate,,DEM,Andy Kim,273,,,,,
Sussex,"Newton, District 2",U.S. Senate,,REP,Curtis Bashaw,314,,,,,
Sussex,"Newton, District 2",U.S. Senate,,SWP,Joanne Kuniansky,6,,,,,
Sussex,"Newton, District 2",U.S. Senate,,GRN,Christina Khalil,16,,,,,
Sussex,"Newton, District 2",U.S. Senate,,,Patricia G. Mooneyham,3,,,,,
Sussex,"Newton, District 2",U.S. Senate,,LIB,Kenneth R. Kaplan,9,,,,,
Sussex,"Newton, District 2",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Newton, District 2",U.S.House,5,DEM,Josh Gottheimer,309,,,,,
Sussex,"Newton, District 2",U.S.House,5,REP,Mary Jo Guinchard,291,,,,,
Sussex,"Newton, District 2",U.S.House,5,GRN,Beau Forte,16,,,,,
Sussex,"Newton, District 2",U.S.House,5,LIB,James Tosone,8,,,,,
Sussex,"Newton, District 2",U.S.House,5,,Aamir Arif,3,,,,,
Sussex,"Newton, District 2",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Newton, District 2",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,284,,,,,
Sussex,"Newton, District 2",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Newton, District 2",COUNTY COMMISSIONER,,REP,Christopher Carney,315,,,,,
Sussex,"Newton, District 2",COUNTY COMMISSIONER,,REP,Alan Henderson,239,,,,,
Sussex,"Newton, District 2",COUNTY COMMISSIONER,,,Write-In Totals,9,,,,,
Sussex,"Newton, District 2",TOWN COUNCIL Town of Newton,,,Ludmilla Mecaj,281,,,,,
Sussex,"Newton, District 2",TOWN COUNCIL Town of Newton,,,John-Paul Couce,319,,,,,
Sussex,"Newton, District 2",TOWN COUNCIL Town of Newton,,,Michelle Teets,323,,,,,
Sussex,"Newton, District 2",TOWN COUNCIL Town of Newton,,,Write-In Totals,6,,,,,
Sussex,"Newton, District 2",MEMBERSHIP TO BOE - Newton,,,Joan Faye,373,,,,,
Sussex,"Newton, District 2",MEMBERSHIP TO BOE - Newton,,,Danielle M. Gyles-Zito,403,,,,,
Sussex,"Newton, District 2",MEMBERSHIP TO BOE - Newton,,,Meghan Gill,389,,,,,
Sussex,"Newton, District 2",MEMBERSHIP TO BOE - Newton,,,Write-In Totals,15,,,,,
Sussex,"Newton, District 3",Registered Voters,,,,1028,,,,,
Sussex,"Newton, District 3",Ballots Cast,,,,700,201,381,107,8,3
Sussex,"Newton, District 3",President,,DEM,Kamala D. Harris,319,,,,,
Sussex,"Newton, District 3",President,,REP,Donald J. Trump,362,,,,,
Sussex,"Newton, District 3",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Newton, District 3",President,,IND,Robert F. Kennedy Jr.,6,,,,,
Sussex,"Newton, District 3",President,,LIB,Chase Oliver,6,,,,,
Sussex,"Newton, District 3",President,,GRN,Jill Stein,2,,,,,
Sussex,"Newton, District 3",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Newton, District 3",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Newton, District 3",President,,,Joseph Kishore,0,,,,,
Sussex,"Newton, District 3",President,,,Write-In Totals,2,,,,,
Sussex,"Newton, District 3",U.S. Senate,,DEM,Andy Kim,299,,,,,
Sussex,"Newton, District 3",U.S. Senate,,REP,Curtis Bashaw,346,,,,,
Sussex,"Newton, District 3",U.S. Senate,,SWP,Joanne Kuniansky,8,,,,,
Sussex,"Newton, District 3",U.S. Senate,,GRN,Christina Khalil,4,,,,,
Sussex,"Newton, District 3",U.S. Senate,,,Patricia G. Mooneyham,3,,,,,
Sussex,"Newton, District 3",U.S. Senate,,LIB,Kenneth R. Kaplan,10,,,,,
Sussex,"Newton, District 3",U.S. Senate,,,Write-In Totals,3,,,,,
Sussex,"Newton, District 3",U.S.House,5,DEM,Josh Gottheimer,341,,,,,
Sussex,"Newton, District 3",U.S.House,5,REP,Mary Jo Guinchard,316,,,,,
Sussex,"Newton, District 3",U.S.House,5,GRN,Beau Forte,8,,,,,
Sussex,"Newton, District 3",U.S.House,5,LIB,James Tosone,6,,,,,
Sussex,"Newton, District 3",U.S.House,5,,Aamir Arif,2,,,,,
Sussex,"Newton, District 3",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Newton, District 3",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,279,,,,,
Sussex,"Newton, District 3",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Newton, District 3",COUNTY COMMISSIONER,,REP,Christopher Carney,357,,,,,
Sussex,"Newton, District 3",COUNTY COMMISSIONER,,REP,Alan Henderson,279,,,,,
Sussex,"Newton, District 3",COUNTY COMMISSIONER,,,Write-In Totals,8,,,,,
Sussex,"Newton, District 3",TOWN COUNCIL Town of Newton,,,Ludmilla Mecaj,266,,,,,
Sussex,"Newton, District 3",TOWN COUNCIL Town of Newton,,,John-Paul Couce,404,,,,,
Sussex,"Newton, District 3",TOWN COUNCIL Town of Newton,,,Michelle Teets,405,,,,,
Sussex,"Newton, District 3",TOWN COUNCIL Town of Newton,,,Write-In Totals,8,,,,,
Sussex,"Newton, District 3",MEMBERSHIP TO BOE - Newton,,,Joan Faye,465,,,,,
Sussex,"Newton, District 3",MEMBERSHIP TO BOE - Newton,,,Danielle M. Gyles-Zito,462,,,,,
Sussex,"Newton, District 3",MEMBERSHIP TO BOE - Newton,,,Meghan Gill,467,,,,,
Sussex,"Newton, District 3",MEMBERSHIP TO BOE - Newton,,,Write-In Totals,5,,,,,
Sussex,"Newton, District 4",Registered Voters,,,,1425,,,,,
Sussex,"Newton, District 4",Ballots Cast,,,,1005,263,627,104,8,3
Sussex,"Newton, District 4",President,,DEM,Kamala D. Harris,443,,,,,
Sussex,"Newton, District 4",President,,REP,Donald J. Trump,531,,,,,
Sussex,"Newton, District 4",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Newton, District 4",President,,IND,Robert F. Kennedy Jr.,19,,,,,
Sussex,"Newton, District 4",President,,LIB,Chase Oliver,0,,,,,
Sussex,"Newton, District 4",President,,GRN,Jill Stein,2,,,,,
Sussex,"Newton, District 4",President,,,Claudia De la Cruz,0,,,,,
Sussex,"Newton, District 4",President,,SWP,Rachele Fruit,1,,,,,
Sussex,"Newton, District 4",President,,,Joseph Kishore,0,,,,,
Sussex,"Newton, District 4",President,,,Write-In Totals,3,,,,,
Sussex,"Newton, District 4",U.S. Senate,,DEM,Andy Kim,451,,,,,
Sussex,"Newton, District 4",U.S. Senate,,REP,Curtis Bashaw,481,,,,,
Sussex,"Newton, District 4",U.S. Senate,,SWP,Joanne Kuniansky,4,,,,,
Sussex,"Newton, District 4",U.S. Senate,,GRN,Christina Khalil,17,,,,,
Sussex,"Newton, District 4",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Newton, District 4",U.S. Senate,,LIB,Kenneth R. Kaplan,11,,,,,
Sussex,"Newton, District 4",U.S. Senate,,,Write-In Totals,5,,,,,
Sussex,"Newton, District 4",U.S.House,5,DEM,Josh Gottheimer,513,,,,,
Sussex,"Newton, District 4",U.S.House,5,REP,Mary Jo Guinchard,439,,,,,
Sussex,"Newton, District 4",U.S.House,5,GRN,Beau Forte,10,,,,,
Sussex,"Newton, District 4",U.S.House,5,LIB,James Tosone,10,,,,,
Sussex,"Newton, District 4",U.S.House,5,,Aamir Arif,5,,,,,
Sussex,"Newton, District 4",U.S.House,5,,Write-In Totals,0,,,,,
Sussex,"Newton, District 4",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,437,,,,,
Sussex,"Newton, District 4",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Newton, District 4",COUNTY COMMISSIONER,,REP,Christopher Carney,530,,,,,
Sussex,"Newton, District 4",COUNTY COMMISSIONER,,REP,Alan Henderson,399,,,,,
Sussex,"Newton, District 4",COUNTY COMMISSIONER,,,Write-In Totals,15,,,,,
Sussex,"Newton, District 4",TOWN COUNCIL Town of Newton,,,Ludmilla Mecaj,402,,,,,
Sussex,"Newton, District 4",TOWN COUNCIL Town of Newton,,,John-Paul Couce,584,,,,,
Sussex,"Newton, District 4",TOWN COUNCIL Town of Newton,,,Michelle Teets,579,,,,,
Sussex,"Newton, District 4",TOWN COUNCIL Town of Newton,,,Write-In Totals,13,,,,,
Sussex,"Newton, District 4",MEMBERSHIP TO BOE - Newton,,,Joan Faye,696,,,,,
Sussex,"Newton, District 4",MEMBERSHIP TO BOE - Newton,,,Danielle M. Gyles-Zito,683,,,,,
Sussex,"Newton, District 4",MEMBERSHIP TO BOE - Newton,,,Meghan Gill,655,,,,,
Sussex,"Newton, District 4",MEMBERSHIP TO BOE - Newton,,,Write-In Totals,33,,,,,
Sussex,"Newton, District 5",Registered Voters,,,,753,,,,,
Sussex,"Newton, District 5",Ballots Cast,,,,440,135,239,61,2,3
Sussex,"Newton, District 5",President,,DEM,Kamala D. Harris,178,,,,,
Sussex,"Newton, District 5",President,,REP,Donald J. Trump,245,,,,,
Sussex,"Newton, District 5",President,,CST,Randall A. Terry,0,,,,,
Sussex,"Newton, District 5",President,,IND,Robert F. Kennedy Jr.,5,,,,,
Sussex,"Newton, District 5",President,,LIB,Chase Oliver,2,,,,,
Sussex,"Newton, District 5",President,,GRN,Jill Stein,3,,,,,
Sussex,"Newton, District 5",President,,,Claudia De la Cruz,2,,,,,
Sussex,"Newton, District 5",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Newton, District 5",President,,,Joseph Kishore,1,,,,,
Sussex,"Newton, District 5",President,,,Write-In Totals,4,,,,,
Sussex,"Newton, District 5",U.S. Senate,,DEM,Andy Kim,172,,,,,
Sussex,"Newton, District 5",U.S. Senate,,REP,Curtis Bashaw,235,,,,,
Sussex,"Newton, District 5",U.S. Senate,,SWP,Joanne Kuniansky,2,,,,,
Sussex,"Newton, District 5",U.S. Senate,,GRN,Christina Khalil,7,,,,,
Sussex,"Newton, District 5",U.S. Senate,,,Patricia G. Mooneyham,6,,,,,
Sussex,"Newton, District 5",U.S. Senate,,LIB,Kenneth R. Kaplan,5,,,,,
Sussex,"Newton, District 5",U.S. Senate,,,Write-In Totals,1,,,,,
Sussex,"Newton, District 5",U.S.House,5,DEM,Josh Gottheimer,197,,,,,
Sussex,"Newton, District 5",U.S.House,5,REP,Mary Jo Guinchard,213,,,,,
Sussex,"Newton, District 5",U.S.House,5,GRN,Beau Forte,9,,,,,
Sussex,"Newton, District 5",U.S.House,5,LIB,James Tosone,3,,,,,
Sussex,"Newton, District 5",U.S.House,5,,Aamir Arif,3,,,,,
Sussex,"Newton, District 5",U.S.House,5,,Write-In Totals,1,,,,,
Sussex,"Newton, District 5",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,172,,,,,
Sussex,"Newton, District 5",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Newton, District 5",COUNTY COMMISSIONER,,REP,Christopher Carney,244,,,,,
Sussex,"Newton, District 5",COUNTY COMMISSIONER,,REP,Alan Henderson,188,,,,,
Sussex,"Newton, District 5",COUNTY COMMISSIONER,,,Write-In Totals,11,,,,,
Sussex,"Newton, District 5",TOWN COUNCIL Town of Newton,,,Ludmilla Mecaj,184,,,,,
Sussex,"Newton, District 5",TOWN COUNCIL Town of Newton,,,John-Paul Couce,247,,,,,
Sussex,"Newton, District 5",TOWN COUNCIL Town of Newton,,,Michelle Teets,238,,,,,
Sussex,"Newton, District 5",TOWN COUNCIL Town of Newton,,,Write-In Totals,4,,,,,
Sussex,"Newton, District 5",MEMBERSHIP TO BOE - Newton,,,Joan Faye,277,,,,,
Sussex,"Newton, District 5",MEMBERSHIP TO BOE - Newton,,,Danielle M. Gyles-Zito,267,,,,,
Sussex,"Newton, District 5",MEMBERSHIP TO BOE - Newton,,,Meghan Gill,267,,,,,
Sussex,"Newton, District 5",MEMBERSHIP TO BOE - Newton,,,Write-In Totals,15,,,,,
Sussex,"Newton, District 6",Registered Voters,,,,691,,,,,
Sussex,"Newton, District 6",Ballots Cast,,,,470,115,268,77,10,0
Sussex,"Newton, District 6",President,,DEM,Kamala D. Harris,234,,,,,
Sussex,"Newton, District 6",President,,REP,Donald J. Trump,218,,,,,
Sussex,"Newton, District 6",President,,CST,Randall A. Terry,2,,,,,
Sussex,"Newton, District 6",President,,IND,Robert F. Kennedy Jr.,5,,,,,
Sussex,"Newton, District 6",President,,LIB,Chase Oliver,1,,,,,
Sussex,"Newton, District 6",President,,GRN,Jill Stein,3,,,,,
Sussex,"Newton, District 6",President,,,Claudia De la Cruz,2,,,,,
Sussex,"Newton, District 6",President,,SWP,Rachele Fruit,0,,,,,
Sussex,"Newton, District 6",President,,,Joseph Kishore,0,,,,,
Sussex,"Newton, District 6",President,,,Write-In Totals,1,,,,,
Sussex,"Newton, District 6",U.S. Senate,,DEM,Andy Kim,231,,,,,
Sussex,"Newton, District 6",U.S. Senate,,REP,Curtis Bashaw,195,,,,,
Sussex,"Newton, District 6",U.S. Senate,,SWP,Joanne Kuniansky,4,,,,,
Sussex,"Newton, District 6",U.S. Senate,,GRN,Christina Khalil,5,,,,,
Sussex,"Newton, District 6",U.S. Senate,,,Patricia G. Mooneyham,4,,,,,
Sussex,"Newton, District 6",U.S. Senate,,LIB,Kenneth R. Kaplan,14,,,,,
Sussex,"Newton, District 6",U.S. Senate,,,Write-In Totals,2,,,,,
Sussex,"Newton, District 6",U.S.House,5,DEM,Josh Gottheimer,248,,,,,
Sussex,"Newton, District 6",U.S.House,5,REP,Mary Jo Guinchard,185,,,,,
Sussex,"Newton, District 6",U.S.House,5,GRN,Beau Forte,3,,,,,
Sussex,"Newton, District 6",U.S.House,5,LIB,James Tosone,10,,,,,
Sussex,"Newton, District 6",U.S.House,5,,Aamir Arif,4,,,,,
Sussex,"Newton, District 6",U.S.House,5,,Write-In Totals,2,,,,,
Sussex,"Newton, District 6",COUNTY COMMISSIONER,,DEM,Jason P.L. Boehm,236,,,,,
Sussex,"Newton, District 6",COUNTY COMMISSIONER,,,No Nomination Made,0,,,,,
Sussex,"Newton, District 6",COUNTY COMMISSIONER,,REP,Christopher Carney,223,,,,,
Sussex,"Newton, District 6",COUNTY COMMISSIONER,,REP,Alan Henderson,166,,,,,
Sussex,"Newton, District 6",COUNTY COMMISSIONER,,,Write-In Totals,9,,,,,
Sussex,"Newton, District 6",TOWN COUNCIL Town of Newton,,,Ludmilla Mecaj,170,,,,,
Sussex,"Newton, District 6",TOWN COUNCIL Town of Newton,,,John-Paul Couce,270,,,,,
Sussex,"Newton, District 6",TOWN COUNCIL Town of Newton,,,Michelle Teets,265,,,,,
Sussex,"Newton, District 6",TOWN COUNCIL Town of Newton,,,Write-In Totals,10,,,,,
Sussex,"Newton, District 6",MEMBERSHIP TO BOE - Newton,,,Joan Faye,296,,,,,
Sussex,"Newton, District 6",MEMBERSHIP TO BOE - Newton,,,Danielle M. Gyles-Zito,312,,,,,
Sussex,"Newton, District 6",MEMBERSHIP TO BOE - Newton,,,Meghan Gill,314,,,,,
Sussex,"Newton, District 6",MEMBERSHIP TO BOE - Newton,,,Write-In Totals,14,,,,,
Sussex,Ogdensburg Boro District 1,Registered Voters,,,,927,,,,,
Sussex,Ogdensburg Boro District 1,Ballots Cast,,,,642,108,449,76,7,2
Sussex,Ogdensburg Boro District 1,President,,DEM,Kamala D. Harris,252,,,,,
Sussex,Ogdensburg Boro District 1,President,,REP,Donald J. Trump,376,,,,,
