county,precinct,office,district,candidate,party,votes,election_day,mail,early_voting,provisional,emergency,federal
Gloucester,Swedesboro Borough - District 2,BOARD OF EDUCATION - SWEDESBORO-WOOLWICH - 3YR TERM,,ERIN CARROLL,,277,,,,,,
Gloucester,Swedesboro Borough - District 2,BOARD OF EDUCATION - SWEDESBORO-WOOLWICH - 3YR TERM,,GINA M. AZZARI,,296,,,,,,
Gloucester,Swedesboro Borough - District 2,BOARD OF EDUCATION - SWEDESBORO-WOOLWICH - 3YR TERM,,Write-ins,,18,,,,,,
Gloucester,Washington Township - District 1,Registered Voters,,,,1108,,,,,,
Gloucester,Washington Township - District 1,Ballots Cast,,,,827,311,263,244,9,0,0
Gloucester,Washington Township - District 1,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Washington Township - District 1,President,,DONALD J. TRUMP,,432,,,,,,
Gloucester,Washington Township - District 1,President,,KAMALA D. HARRIS,,372,,,,,,
Gloucester,Washington Township - District 1,President,,ROBERT F. KENNEDY JR.,,5,,,,,,
Gloucester,Washington Township - District 1,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Washington Township - District 1,President,,RANDALL A. TERRY,,1,,,,,,
Gloucester,Washington Township - District 1,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Washington Township - District 1,President,,CLAUDIA DE LA CRUZ,,1,,,,,,
Gloucester,Washington Township - District 1,President,,JILL STEIN,,2,,,,,,
Gloucester,Washington Township - District 1,President,,CHASE OLIVER,,2,,,,,,
Gloucester,Washington Township - District 1,President,,Write-ins,,6,,,,,,
Gloucester,Washington Township - District 1,U.S. Senate,,CURTIS BASHAW,,411,,,,,,
Gloucester,Washington Township - District 1,U.S. Senate,,ANDY KIM,,387,,,,,,
Gloucester,Washington Township - District 1,U.S. Senate,,JOANNE KUNIANSKY,,3,,,,,,
Gloucester,Washington Township - District 1,U.S. Senate,,CHRISTINA KHALIL,,1,,,,,,
Gloucester,Washington Township - District 1,U.S. Senate,,KENNETH R. KAPLAN,,0,,,,,,
Gloucester,Washington Township - District 1,U.S. Senate,,PATRICIA G. MOONEYHAM,,0,,,,,,
Gloucester,Washington Township - District 1,U.S. Senate,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 1,U.S. House,1,"THEODORE ""TEDDY"" LIDDELL",,417,,,,,,
Gloucester,Washington Township - District 1,U.S. House,1,DONALD NORCROSS,,374,,,,,,
Gloucester,Washington Township - District 1,U.S. House,1,ROBIN BROWNFIELD,,4,,,,,,
Gloucester,Washington Township - District 1,U.S. House,1,AUSTIN JOHNSON,,0,,,,,,
Gloucester,Washington Township - District 1,U.S. House,1,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 1,SHERIFF,,JONATHAN M. SAMMONS,,429,,,,,,
Gloucester,Washington Township - District 1,SHERIFF,,CARMEL MORINA,,369,,,,,,
Gloucester,Washington Township - District 1,SHERIFF,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 1,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,433,,,,,,
Gloucester,Washington Township - District 1,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,417,,,,,,
Gloucester,Washington Township - District 1,COUNTY COMMISSIONER,,TOM BIANCO,,363,,,,,,
Gloucester,Washington Township - District 1,COUNTY COMMISSIONER,,DON HEVERLY,,365,,,,,,
Gloucester,Washington Township - District 1,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 1,MAYOR - WASHINGTON TOWNSHIP,,ANTHONY DELLAPIA,,435,,,,,,
Gloucester,Washington Township - District 1,MAYOR - WASHINGTON TOWNSHIP,,LAURIE J. BURNS,,366,,,,,,
Gloucester,Washington Township - District 1,MAYOR - WASHINGTON TOWNSHIP,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 1,COUNCIL - WASHINGTON TOWNSHIP,,JOSEPH J. HARRIS,,437,,,,,,
Gloucester,Washington Township - District 1,COUNCIL - WASHINGTON TOWNSHIP,,RICHARD BENNETT,,425,,,,,,
Gloucester,Washington Township - District 1,COUNCIL - WASHINGTON TOWNSHIP,,PAUL J. ESPOSITO,,366,,,,,,
Gloucester,Washington Township - District 1,COUNCIL - WASHINGTON TOWNSHIP,,DAVID J. TOMCZAK,,361,,,,,,
Gloucester,Washington Township - District 1,COUNCIL - WASHINGTON TOWNSHIP,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,ELAYNE CLANCY,,329,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,LINDA HARTONG,,277,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,STEVEN SERRANO,,307,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,JAMES ARPINO,,226,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,CHRISTOPHER O'BRIEN,,219,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,BRANDY WILLIAMS,,249,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,Write-ins,,5,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,JULIE KOZEMPEL,,296,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,SEAN LINDSAY,,231,,,,,,
Gloucester,Washington Township - District 1,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,Write-ins,,4,,,,,,
Gloucester,Washington Township - District 2,Registered Voters,,,,1193,,,,,,
Gloucester,Washington Township - District 2,Ballots Cast,,,,921,493,178,235,15,0,0
Gloucester,Washington Township - District 2,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Washington Township - District 2,President,,DONALD J. TRUMP,,524,,,,,,
Gloucester,Washington Township - District 2,President,,KAMALA D. HARRIS,,371,,,,,,
Gloucester,Washington Township - District 2,President,,ROBERT F. KENNEDY JR.,,9,,,,,,
Gloucester,Washington Township - District 2,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Washington Township - District 2,President,,RANDALL A. TERRY,,0,,,,,,
Gloucester,Washington Township - District 2,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Washington Township - District 2,President,,CLAUDIA DE LA CRUZ,,1,,,,,,
Gloucester,Washington Township - District 2,President,,JILL STEIN,,8,,,,,,
Gloucester,Washington Township - District 2,President,,CHASE OLIVER,,0,,,,,,
Gloucester,Washington Township - District 2,President,,Write-ins,,3,,,,,,
Gloucester,Washington Township - District 2,U.S. Senate,,CURTIS BASHAW,,493,,,,,,
Gloucester,Washington Township - District 2,U.S. Senate,,ANDY KIM,,368,,,,,,
Gloucester,Washington Township - District 2,U.S. Senate,,JOANNE KUNIANSKY,,0,,,,,,
Gloucester,Washington Township - District 2,U.S. Senate,,CHRISTINA KHALIL,,7,,,,,,
Gloucester,Washington Township - District 2,U.S. Senate,,KENNETH R. KAPLAN,,1,,,,,,
Gloucester,Washington Township - District 2,U.S. Senate,,PATRICIA G. MOONEYHAM,,2,,,,,,
Gloucester,Washington Township - District 2,U.S. Senate,,Write-ins,,1,,,,,,
Gloucester,Washington Township - District 2,U.S. House,1,"THEODORE ""TEDDY"" LIDDELL",,511,,,,,,
Gloucester,Washington Township - District 2,U.S. House,1,DONALD NORCROSS,,344,,,,,,
Gloucester,Washington Township - District 2,U.S. House,1,ROBIN BROWNFIELD,,11,,,,,,
Gloucester,Washington Township - District 2,U.S. House,1,AUSTIN JOHNSON,,0,,,,,,
Gloucester,Washington Township - District 2,U.S. House,1,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 2,SHERIFF,,JONATHAN M. SAMMONS,,513,,,,,,
Gloucester,Washington Township - District 2,SHERIFF,,CARMEL MORINA,,353,,,,,,
Gloucester,Washington Township - District 2,SHERIFF,,Write-ins,,1,,,,,,
Gloucester,Washington Township - District 2,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,510,,,,,,
Gloucester,Washington Township - District 2,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,504,,,,,,
Gloucester,Washington Township - District 2,COUNTY COMMISSIONER,,TOM BIANCO,,345,,,,,,
Gloucester,Washington Township - District 2,COUNTY COMMISSIONER,,DON HEVERLY,,345,,,,,,
Gloucester,Washington Township - District 2,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 2,MAYOR - WASHINGTON TOWNSHIP,,ANTHONY DELLAPIA,,502,,,,,,
Gloucester,Washington Township - District 2,MAYOR - WASHINGTON TOWNSHIP,,LAURIE J. BURNS,,368,,,,,,
Gloucester,Washington Township - District 2,MAYOR - WASHINGTON TOWNSHIP,,Write-ins,,1,,,,,,
Gloucester,Washington Township - District 2,COUNCIL - WASHINGTON TOWNSHIP,,JOSEPH J. HARRIS,,497,,,,,,
Gloucester,Washington Township - District 2,COUNCIL - WASHINGTON TOWNSHIP,,RICHARD BENNETT,,493,,,,,,
Gloucester,Washington Township - District 2,COUNCIL - WASHINGTON TOWNSHIP,,PAUL J. ESPOSITO,,373,,,,,,
Gloucester,Washington Township - District 2,COUNCIL - WASHINGTON TOWNSHIP,,DAVID J. TOMCZAK,,360,,,,,,
Gloucester,Washington Township - District 2,COUNCIL - WASHINGTON TOWNSHIP,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,ELAYNE CLANCY,,359,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,LINDA HARTONG,,312,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,STEVEN SERRANO,,306,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,JAMES ARPINO,,217,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,CHRISTOPHER O'BRIEN,,217,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,BRANDY WILLIAMS,,290,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,Write-ins,,12,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,JULIE KOZEMPEL,,304,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,SEAN LINDSAY,,275,,,,,,
Gloucester,Washington Township - District 2,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,Write-ins,,6,,,,,,
Gloucester,Washington Township - District 3,Registered Voters,,,,855,,,,,,
Gloucester,Washington Township - District 3,Ballots Cast,,,,626,335,139,143,9,0,0
Gloucester,Washington Township - District 3,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Washington Township - District 3,President,,DONALD J. TRUMP,,337,,,,,,
Gloucester,Washington Township - District 3,President,,KAMALA D. HARRIS,,273,,,,,,
Gloucester,Washington Township - District 3,President,,ROBERT F. KENNEDY JR.,,6,,,,,,
Gloucester,Washington Township - District 3,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Washington Township - District 3,President,,RANDALL A. TERRY,,0,,,,,,
Gloucester,Washington Township - District 3,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Washington Township - District 3,President,,CLAUDIA DE LA CRUZ,,1,,,,,,
Gloucester,Washington Township - District 3,President,,JILL STEIN,,1,,,,,,
Gloucester,Washington Township - District 3,President,,CHASE OLIVER,,2,,,,,,
Gloucester,Washington Township - District 3,President,,Write-ins,,4,,,,,,
Gloucester,Washington Township - District 3,U.S. Senate,,CURTIS BASHAW,,319,,,,,,
Gloucester,Washington Township - District 3,U.S. Senate,,ANDY KIM,,284,,,,,,
Gloucester,Washington Township - District 3,U.S. Senate,,JOANNE KUNIANSKY,,0,,,,,,
Gloucester,Washington Township - District 3,U.S. Senate,,CHRISTINA KHALIL,,2,,,,,,
Gloucester,Washington Township - District 3,U.S. Senate,,KENNETH R. KAPLAN,,1,,,,,,
Gloucester,Washington Township - District 3,U.S. Senate,,PATRICIA G. MOONEYHAM,,2,,,,,,
Gloucester,Washington Township - District 3,U.S. Senate,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 3,U.S. House,1,"THEODORE ""TEDDY"" LIDDELL",,319,,,,,,
Gloucester,Washington Township - District 3,U.S. House,1,DONALD NORCROSS,,270,,,,,,
Gloucester,Washington Township - District 3,U.S. House,1,ROBIN BROWNFIELD,,6,,,,,,
Gloucester,Washington Township - District 3,U.S. House,1,AUSTIN JOHNSON,,2,,,,,,
Gloucester,Washington Township - District 3,U.S. House,1,Write-ins,,1,,,,,,
Gloucester,Washington Township - District 3,SHERIFF,,JONATHAN M. SAMMONS,,332,,,,,,
Gloucester,Washington Township - District 3,SHERIFF,,CARMEL MORINA,,267,,,,,,
Gloucester,Washington Township - District 3,SHERIFF,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 3,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,331,,,,,,
Gloucester,Washington Township - District 3,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,324,,,,,,
Gloucester,Washington Township - District 3,COUNTY COMMISSIONER,,TOM BIANCO,,272,,,,,,
Gloucester,Washington Township - District 3,COUNTY COMMISSIONER,,DON HEVERLY,,267,,,,,,
Gloucester,Washington Township - District 3,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 3,MAYOR - WASHINGTON TOWNSHIP,,ANTHONY DELLAPIA,,325,,,,,,
Gloucester,Washington Township - District 3,MAYOR - WASHINGTON TOWNSHIP,,LAURIE J. BURNS,,279,,,,,,
Gloucester,Washington Township - District 3,MAYOR - WASHINGTON TOWNSHIP,,Write-ins,,1,,,,,,
Gloucester,Washington Township - District 3,COUNCIL - WASHINGTON TOWNSHIP,,JOSEPH J. HARRIS,,319,,,,,,
Gloucester,Washington Township - District 3,COUNCIL - WASHINGTON TOWNSHIP,,RICHARD BENNETT,,316,,,,,,
Gloucester,Washington Township - District 3,COUNCIL - WASHINGTON TOWNSHIP,,PAUL J. ESPOSITO,,272,,,,,,
Gloucester,Washington Township - District 3,COUNCIL - WASHINGTON TOWNSHIP,,DAVID J. TOMCZAK,,273,,,,,,
Gloucester,Washington Township - District 3,COUNCIL - WASHINGTON TOWNSHIP,,Write-ins,,2,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,ELAYNE CLANCY,,224,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,LINDA HARTONG,,208,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,STEVEN SERRANO,,221,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,JAMES ARPINO,,161,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,CHRISTOPHER O'BRIEN,,160,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,BRANDY WILLIAMS,,195,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,Write-ins,,7,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,JULIE KOZEMPEL,,231,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,SEAN LINDSAY,,177,,,,,,
Gloucester,Washington Township - District 3,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,Write-ins,,3,,,,,,
Gloucester,Washington Township - District 4,Registered Voters,,,,1089,,,,,,
Gloucester,Washington Township - District 4,Ballots Cast,,,,853,506,136,203,8,0,0
Gloucester,Washington Township - District 4,Ballots Cast - Blank,,,,0,0,0,0,0,0,0
Gloucester,Washington Township - District 4,President,,DONALD J. TRUMP,,506,,,,,,
Gloucester,Washington Township - District 4,President,,KAMALA D. HARRIS,,334,,,,,,
Gloucester,Washington Township - District 4,President,,ROBERT F. KENNEDY JR.,,3,,,,,,
Gloucester,Washington Township - District 4,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Washington Township - District 4,President,,RANDALL A. TERRY,,1,,,,,,
Gloucester,Washington Township - District 4,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Washington Township - District 4,President,,CLAUDIA DE LA CRUZ,,0,,,,,,
Gloucester,Washington Township - District 4,President,,JILL STEIN,,0,,,,,,
Gloucester,Washington Township - District 4,President,,CHASE OLIVER,,3,,,,,,
Gloucester,Washington Township - District 4,President,,Write-ins,,4,,,,,,
Gloucester,Washington Township - District 4,U.S. Senate,,CURTIS BASHAW,,486,,,,,,
Gloucester,Washington Township - District 4,U.S. Senate,,ANDY KIM,,336,,,,,,
Gloucester,Washington Township - District 4,U.S. Senate,,JOANNE KUNIANSKY,,3,,,,,,
Gloucester,Washington Township - District 4,U.S. Senate,,CHRISTINA KHALIL,,1,,,,,,
Gloucester,Washington Township - District 4,U.S. Senate,,KENNETH R. KAPLAN,,2,,,,,,
Gloucester,Washington Township - District 4,U.S. Senate,,PATRICIA G. MOONEYHAM,,0,,,,,,
Gloucester,Washington Township - District 4,U.S. Senate,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 4,U.S. House,1,"THEODORE ""TEDDY"" LIDDELL",,490,,,,,,
Gloucester,Washington Township - District 4,U.S. House,1,DONALD NORCROSS,,328,,,,,,
Gloucester,Washington Township - District 4,U.S. House,1,ROBIN BROWNFIELD,,4,,,,,,
Gloucester,Washington Township - District 4,U.S. House,1,AUSTIN JOHNSON,,0,,,,,,
Gloucester,Washington Township - District 4,U.S. House,1,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 4,SHERIFF,,JONATHAN M. SAMMONS,,500,,,,,,
Gloucester,Washington Township - District 4,SHERIFF,,CARMEL MORINA,,318,,,,,,
Gloucester,Washington Township - District 4,SHERIFF,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 4,COUNTY COMMISSIONER,,NICHOLAS DESILVIO,,510,,,,,,
Gloucester,Washington Township - District 4,COUNTY COMMISSIONER,,CHRISTOPHER KONAWEL,,499,,,,,,
Gloucester,Washington Township - District 4,COUNTY COMMISSIONER,,TOM BIANCO,,313,,,,,,
Gloucester,Washington Township - District 4,COUNTY COMMISSIONER,,DON HEVERLY,,304,,,,,,
Gloucester,Washington Township - District 4,COUNTY COMMISSIONER,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 4,MAYOR - WASHINGTON TOWNSHIP,,ANTHONY DELLAPIA,,497,,,,,,
Gloucester,Washington Township - District 4,MAYOR - WASHINGTON TOWNSHIP,,LAURIE J. BURNS,,329,,,,,,
Gloucester,Washington Township - District 4,MAYOR - WASHINGTON TOWNSHIP,,Write-ins,,1,,,,,,
Gloucester,Washington Township - District 4,COUNCIL - WASHINGTON TOWNSHIP,,JOSEPH J. HARRIS,,501,,,,,,
Gloucester,Washington Township - District 4,COUNCIL - WASHINGTON TOWNSHIP,,RICHARD BENNETT,,499,,,,,,
Gloucester,Washington Township - District 4,COUNCIL - WASHINGTON TOWNSHIP,,PAUL J. ESPOSITO,,319,,,,,,
Gloucester,Washington Township - District 4,COUNCIL - WASHINGTON TOWNSHIP,,DAVID J. TOMCZAK,,315,,,,,,
Gloucester,Washington Township - District 4,COUNCIL - WASHINGTON TOWNSHIP,,Write-ins,,0,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,ELAYNE CLANCY,,345,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,LINDA HARTONG,,314,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,STEVEN SERRANO,,301,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,JAMES ARPINO,,196,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,CHRISTOPHER O'BRIEN,,202,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,BRANDY WILLIAMS,,314,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - 3YR TERM,,Write-ins,,4,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,JULIE KOZEMPEL,,269,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,SEAN LINDSAY,,302,,,,,,
Gloucester,Washington Township - District 4,BOARD OF EDUCATION - WASHINGTON - UNEXP 1YR TERM,,Write-ins,,3,,,,,,
Gloucester,Washington Township - District 5,Registered Voters,,,,1267,,,,,,
Gloucester,Washington Township - District 5,Ballots Cast,,,,977,509,241,214,13,0,0
Gloucester,Washington Township - District 5,Ballots Cast - Blank,,,,1,1,0,0,0,0,0
Gloucester,Washington Township - District 5,President,,DONALD J. TRUMP,,525,,,,,,
Gloucester,Washington Township - District 5,President,,KAMALA D. HARRIS,,430,,,,,,
Gloucester,Washington Township - District 5,President,,ROBERT F. KENNEDY JR.,,8,,,,,,
Gloucester,Washington Township - District 5,President,,RACHELE FRUIT,,0,,,,,,
Gloucester,Washington Township - District 5,President,,RANDALL A. TERRY,,1,,,,,,
Gloucester,Washington Township - District 5,President,,JOSEPH KISHORE,,0,,,,,,
Gloucester,Washington Township - District 5,President,,CLAUDIA DE LA CRUZ,,1,,,,,,
Gloucester,Washington Township - District 5,President,,JILL STEIN,,3,,,,,,
Gloucester,Washington Township - District 5,President,,CHASE OLIVER,,1,,,,,,
Gloucester,Washington Township - District 5,President,,Write-ins,,3,,,,,,
Gloucester,Washington Township - District 5,U.S. Senate,,CURTIS BASHAW,,496,,,,,,
Gloucester,Washington Township - District 5,U.S. Senate,,ANDY KIM,,431,,,,,,
Gloucester,Washington Township - District 5,U.S. Senate,,JOANNE KUNIANSKY,,2,,,,,,
Gloucester,Washington Township - District 5,U.S. Senate,,CHRISTINA KHALIL,,5,,,,,,
Gloucester,Washington Township - District 5,U.S. Senate,,KENNETH R. KAPLAN,,0,,,,,,
Gloucester,Washington Township - District 5,U.S. Senate,,PATRICIA G. MOONEYHAM,,2,,,,,,
Gloucester,Washington Township - District 5,U.S. Senate,,Write-ins,,2,,,,,,
